EntryName	Type	DisplayName_en	Description_en	DisplayName_ru	Description_ru
Shout_CreateSpellSlot_1	SpellData	Create Spell Slot: Level 1	Spend [1] Sorcery Points to unlock a level [2] &lt;LSTag Tooltip="SpellSlot"&gt;spell slot&lt;/LSTag&gt;.	Создать ячейку заклинания 1-го круга	Потратить [1] очк. чар, чтобы открыть &lt;LSTag Tooltip="SpellSlot"&gt;ячейку заклинания&lt;/LSTag&gt; [2]-го круга.
Shout_CreateSpellSlot_2	SpellData	Create Spell Slot: Level 2		Создать ячейку заклинания 2-го круга	
Shout_CreateSpellSlot_3	SpellData	Create Spell Slot: Level 3		Создать ячейку заклинания 3-го круга	
Shout_CreateSpellSlot_4	SpellData	Create Spell Slot: Level 4		Создать ячейку заклинания 4-го круга	
Shout_CreateSpellSlot_5	SpellData	Create Spell Slot: Level 5		Создать ячейку заклинания 5-го круга	
Shout_Crouch	SpellData	Crouch	Crouch down to better avoid ranged attacks. Enemies will have an easier time hitting you in melee.	Пригнуться	Пригнуться, чтобы по вам сложнее было попасть дистанционной атакой. При этом врагам будет проще поразить вас в ближнем бою.
Shout_DEN_ARM_LuckyBoots_Spell	SpellData	%%% Lucky Boots	%%% Grants Bless for a round.		
Shout_DEN_Halsin_WildShape_Bear	SpellData	Wild Shape: Cave Bear	Assume the shape of a cave bear that can &lt;LSTag Type="Spell" Tooltip="Target_GOB_WolfPens_HalsinMultiAttack_Bear"&gt;Multiattack&lt;/LSTag&gt; enemies. The cave bear has a starting health of [1] that increases every two druid levels.	Дикий облик: пещерный медведь	Принять облик пещерного медведя, способного проводить &lt;LSTag Type="Spell" Tooltip="Target_GOB_WolfPens_HalsinMultiAttack_Bear"&gt;мультиатаки&lt;/LSTag&gt; против врагов. Начальное здоровье медведя равно [1] и повышается каждые два уровня друида.
Shout_DEN_KanonPush	SpellData	Push		Толкнуть	
Shout_Dash	SpellData	Dash	Cover more distance this turn: double your &lt;LSTag Tooltip="MovementSpeed"&gt;movement speed&lt;/LSTag&gt;.	Рывок	Преодолейте большее расстояние на этом ходу: удвойте свою &lt;LSTag Tooltip="MovementSpeed"&gt;скорость перемещения&lt;/LSTag&gt;.
Shout_Dash_BonusAction	SpellData	Dash: Bonus Action		Рывок: бонусное действие	
Shout_Dash_CunningAction	SpellData	Cunning Action: Dash		Хитроумное действие: рывок	
Shout_DetectEvilAndGood	SpellData	Detect Evil and Good	%%% Detect supernatural creatures.	Обнаружение зла и добра	
Shout_DetectThoughts	SpellData	Detect Thoughts	Focus your mind to read the thoughts of certain creatures while talking to them.	Обнаружение мыслей	Сосредоточить разум, чтобы читать мысли определенных существ во время разговора с ними.
Shout_Disengage	SpellData	Disengage	Retreat safely: moving won't provoke &lt;LSTag Tooltip="OpportunityAttack"&gt;Opportunity Attacks&lt;/LSTag&gt;.	Отступление	Отступайте без страха: перемещение не спровоцирует &lt;LSTag Tooltip="OpportunityAttack"&gt;внеочередные атаки&lt;/LSTag&gt;.
Shout_Disengage_BonusAction	SpellData	Disengage: Bonus Action	Retreat safely: moving won't provoke &lt;LSTag Tooltip="OpportunityAttack"&gt;Opportunity Attacks&lt;/LSTag&gt;.	Отступление: бонусное действие	Отступайте без страха: перемещение не спровоцирует &lt;LSTag Tooltip="OpportunityAttack"&gt;внеочередные атаки&lt;/LSTag&gt;.
Shout_Disengage_CunningAction	SpellData	Cunning Action: Disengage	Retreat safely: moving won't provoke &lt;LSTag Tooltip="OpportunityAttack"&gt;Opportunity Attacks&lt;/LSTag&gt;.	Хитроумное действие: отступление	Отступайте без страха: перемещение не спровоцирует &lt;LSTag Tooltip="OpportunityAttack"&gt;внеочередные атаки&lt;/LSTag&gt;.
Shout_Disengage_Goblin	SpellData	Nimble Escape		Проворное бегство	
Shout_Disengage_StepOfTheWind	SpellData	Step of the Wind: Disengage	Spend [1] ki point to gain the &lt;LSTag Type="Spell" Tooltip="Shout_Disengage"&gt;Disengage&lt;/LSTag&gt; action as a &lt;LSTag Type="ActionResource" Tooltip="BonusActionPoint"&gt;bonus action&lt;/LSTag&gt; this turn.	Шаг ветра: отступление	Потратить [1] очк. ци, чтобы получить действие &lt;LSTag Type="Spell" Tooltip="Shout_Disengage"&gt;«Отступление»&lt;/LSTag&gt; как &lt;LSTag Type="ActionResource" Tooltip="BonusActionPoint"&gt;бонусное действие&lt;/LSTag&gt; в этом ходу.
Shout_DisguiseSelf	SpellData	Disguise Self	Magically change all aspects of your appearance.	Изменение облика	Магически изменить все детали вашей внешности.
Shout_DisguiseSelf_Cancel	SpellData	Dispel Disguise	Dispel your disguise and revert to your original form.	Развеять маскировку	Развеять маскировку и вернуться к изначальному облику.
Shout_DisguiseSelf_Cancel_MOMF	SpellData	End Shapeshift	Revert to your original form.	Закончить преображение	Вернуться к своему обычному облику.
Shout_DisguiseSelf_Dragonborn_Female	SpellData	Disguise Self: Femme Dragonborn	Disguise yourself as a dragonborn with a feminine body type.	Изменение облика: женщина-драконорожденная	Замаскироваться под драконорожденную с женским типом тела.
Shout_DisguiseSelf_Dragonborn_Male	SpellData	Disguise Self: Masc Dragonborn	Disguise yourself as a dragonborn with a masculine body type.	Изменение облика: мужчина-драконорожденный	Замаскироваться под драконорожденного с мужским типом тела.
Shout_DisguiseSelf_Drow_Female	SpellData	Disguise Self: Femme Drow	Disguise yourself as a drow with a feminine body type.	Изменение облика: женщина-дроу	Замаскироваться под женщину-дроу.
Shout_DisguiseSelf_Drow_Male	SpellData	Disguise Self: Masc Drow	Disguise yourself as a drow with a masculine body type.	Изменение облика: мужчина-дроу	Замаскироваться под мужчину-дроу.
Shout_DisguiseSelf_Drow_Strong_Female	SpellData	Disguise Self: Femme Strong Drow	Disguise yourself as a drow with a strong feminine body type.	Изменение облика: сильная женщина-дроу	Замаскироваться под дроу с сильным женским типом тела.
Shout_DisguiseSelf_Drow_Strong_Male	SpellData	Disguise Self: Masc Strong Drow	Disguise yourself as a drow with a strong masculine body type.	Изменение облика: сильный мужчина-дроу	Замаскироваться под дроу с сильным мужским типом тела.
Shout_DisguiseSelf_Dwarf_Female	SpellData	Disguise Self: Femme Dwarf	Disguise yourself as a dwarf with a feminine body type.	Изменение облика: женщина-дварф	Замаскироваться под женщину-дварфа.
Shout_DisguiseSelf_Dwarf_Male	SpellData	Disguise Self: Masc Dwarf	Disguise yourself as a dwarf with a masculine body type.	Изменение облика: мужчина-дварф	Замаскироваться под мужчину-дварфа.
Shout_DisguiseSelf_Elf_Female	SpellData	Disguise Self: Femme Elf	Disguise yourself as an elf with a feminine body type.	Изменение облика: женщина-эльф	Замаскироваться под женщину-эльфа.
Shout_DisguiseSelf_Elf_Male	SpellData	Disguise Self: Masc Elf	Disguise yourself as an elf with a masculine body type.	Изменение облика: мужчина-эльф	Замаскироваться под мужчину-эльфа.
Shout_DisguiseSelf_Elf_Strong_Female	SpellData	Disguise Self: Femme Strong Elf	Disguise yourself as an elf with a strong feminine body type.	Изменение облика: сильная женщина-эльф	Замаскироваться под эльфку с сильным женским типом тела.
Shout_DisguiseSelf_Elf_Strong_Male	SpellData	Disguise Self: Masc Strong Elf	Disguise yourself as an elf with a strong masculine body type.	Изменение облика: сильный мужчина-эльф	Замаскироваться под эльфа с сильным женским типом тела.
Shout_DisguiseSelf_Githyanki_Female	SpellData	Disguise Self: Femme Githyanki	Disguise yourself as a githyanki with a feminine body type.	Изменение облика: женщина-гитьянки	Замаскироваться под женщину-гитьянки.
Shout_DisguiseSelf_Githyanki_Male	SpellData	Disguise Self: Masc Githyanki	Disguise yourself as a githyanki with a masculine body type.	Изменение облика: мужчина-гитьянки	Замаскироваться под мужчину-гитьянки.
Shout_DisguiseSelf_Gnome_Female	SpellData	Disguise Self: Femme Gnome	Disguise yourself as a gnome with a feminine body type.	Изменение облика: женщина-гном	Замаскироваться под женщину-гнома.
Shout_DisguiseSelf_Gnome_Male	SpellData	Disguise Self: Masc Gnome	Disguise yourself as a gnome with a masculine body type.	Изменение облика: мужчина-гном	Замаскироваться под мужчину-гнома.
Shout_DisguiseSelf_HalfElf_Female	SpellData	Disguise Self: Femme Half-Elf	Disguise yourself as a half-elf with a feminine body type.	Изменение облика: женщина-полуэльф	Замаскироваться под женщину-полуэльфа.
Shout_DisguiseSelf_HalfElf_Male	SpellData	Disguise Self: Masc Half-Elf	Disguise yourself as a half-elf with a masculine body type.	Изменение облика: мужчина-полуэльф	Замаскироваться под мужчину-полуэльфа.
Shout_DisguiseSelf_HalfElf_Strong_Female	SpellData	Disguise Self: Femme Strong Half-Elf	Disguise yourself as a half-elf with a strong feminine body type.	Изменение облика: сильная женщина-полуэльф	Замаскироваться под полуэльфийку с сильным женским типом тела.
Shout_DisguiseSelf_HalfElf_Strong_Male	SpellData	Disguise Self: Masc Strong Half-Elf	Disguise yourself as a half-elf with a strong masculine body type.	Изменение облика: сильный мужчина-полуэльф	Замаскироваться под полуэльфа с сильным мужским типом тела.
Shout_DisguiseSelf_HalfOrc_Female	SpellData	Disguise Self: Femme Half-Orc	Disguise yourself as a half-orc with a feminine body type.	Изменение облика: женщина-полуорк	Замаскироваться под женщину-полуорка.
Shout_DisguiseSelf_HalfOrc_Male	SpellData	Disguise Self: Masc Half-Orc	Disguise yourself as a half-orc with a masculine body type.	Изменение облика: мужчина-полуорк	Замаскироваться под мужчину-полуорка.
Shout_DisguiseSelf_Halfling_Female	SpellData	Disguise Self: Femme Halfling	Disguise yourself as a halfling with a feminine body type.	Изменение облика: женщина-полурослик	Замаскироваться под женщину-полурослика.
Shout_DisguiseSelf_Halfling_Male	SpellData	Disguise Self: Masc Halfling	Disguise yourself as a halfling with a masculine body type.	Изменение облика: мужчина-полурослик	Замаскироваться под мужчину-полурослика.
Shout_DisguiseSelf_Human_Female	SpellData	Disguise Self: Femme Human	Disguise yourself as a human with a feminine body type.	Изменение облика: женщина-человек	Замаскироваться под женщину-человека.
Shout_DisguiseSelf_Human_Male	SpellData	Disguise Self: Masc Human	Disguise yourself as a human with a masculine body type.	Изменение облика: мужчина-человек	Замаскироваться под мужчину-человека.
Shout_DisguiseSelf_Human_Strong_Female	SpellData	Disguise Self: Femme Strong Human	Disguise yourself as a human with a strong feminine body type.	Изменение облика: сильная женщина-человек	Замаскироваться под человека с сильным женским типом тела.
Shout_DisguiseSelf_Human_Strong_Male	SpellData	Disguise Self: Masc Strong Human	Disguise yourself as a human with a strong masculine body type.	Изменение облика: сильный мужчина-человек	Замаскироваться под человека с сильным мужским типом тела.
Shout_DisguiseSelf_MaskOfManyFaces	SpellData	Shapeshift		Изменение облика	
Shout_DisguiseSelf_Tiefling_Female	SpellData	Disguise Self: Femme Tiefling	Disguise yourself as a tiefling with a feminine body type.	Изменение облика: женщина-тифлинг	Замаскироваться под женщину-тифлинга.
Shout_DisguiseSelf_Tiefling_Male	SpellData	Disguise Self: Masc Tiefling	Disguise yourself as a tiefling with a masculine body type.	Изменение облика: мужчина-тифлинг	Замаскироваться под мужчину-тифлинга.
Shout_DisguiseSelf_Tiefling_Strong_Female	SpellData	Disguise Self: Femme Strong Tiefling	Disguise yourself as a tiefling with a strong feminine body type.	Изменение облика: сильная женщина-тифлинг	Замаскироваться под тифлинга с сильным женским типом тела.
Shout_DisguiseSelf_Tiefling_Strong_Male	SpellData	Disguise Self: Masc Strong Tiefling	Disguise yourself as a tiefling with a strong masculine body type.	Изменение облика: сильный мужчина-тифлинг	Замаскироваться под тифлинга с сильным мужским типом тела.
Shout_Dismiss_Self	SpellData	Dismiss Summon	Dismiss yourself from your summoner's service.	Отпустить призванное существо	Освободиться от службы призвавшему.
Shout_Distract_Cat_Summon	SpellData	Meow	Attract the attention of nearby creatures to draw them closer to you.	Мяуканье	Вы привлекаете внимание ближайших существ, вынуждая их приблизиться к вам.
Shout_DivineFavor	SpellData	Divine Favour	Your weapon attacks deal an additional [1].	Божественная благодать	Ваши атаки оружием дополнительно наносят [1].
Shout_DivineFavor_2	SpellData	Divine Favour		Божественная благодать	
Shout_DivineFavor_3	SpellData	Divine Favour		Божественная благодать	
Shout_DivineSense	SpellData	Divine Sense	Gain &lt;LSTag Tooltip="Advantage"&gt;Advantage&lt;/LSTag&gt; on &lt;LSTag Tooltip="AttackRoll"&gt;Attack Rolls&lt;/LSTag&gt; against celestials, fiends, and undead.	Божественное чутье	Получить &lt;LSTag Tooltip="Advantage"&gt;преимущество&lt;/LSTag&gt; при &lt;LSTag Tooltip="AttackRoll"&gt;бросках атаки&lt;/LSTag&gt; против небожителей, бестий и нежити.
Shout_Dreadful_Aspect	SpellData	Dreadful Aspect	Let your darkest emotions burst forth as a menacing pulse to &lt;LSTag Type="Status" Tooltip="FRIGHTENED"&gt;Frighten&lt;/LSTag&gt; nearby enemies.	Зловещий лик	Позволить своим самым недобрым чувствам ненадолго выплеснуться наружу, &lt;LSTag Type="Status" Tooltip="FRIGHTENED"&gt;напугав&lt;/LSTag&gt; находящихся рядом противников.
Shout_EndRage	SpellData	End Rage	Use a bonus action to end your Rage.	Окончить ярость	Использовать бонусное действие, чтобы окончить ярость.
Shout_EndlessRage	SpellData	Endless Rage	While Raging, deal an additional [1] at the cost of [2] each turn. This prevents your &lt;LSTag Type="Status" Tooltip="RAGE"&gt;Rage&lt;/LSTag&gt; from ending early.	Нескончаемая ярость	В ярости вы каждый ход дополнительно наносите [1] ценою [2]. Это не позволяет &lt;LSTag Type="Status" Tooltip="RAGE"&gt;ярости&lt;/LSTag&gt; окончиться преждевременно.
Shout_Enlarge_Duergar	SpellData	Enlarge	Grow in size to become stronger.	Увеличение	Увеличиться в размерах и стать сильнее.
Shout_ExpeditiousRetreat	SpellData	Expeditious Retreat	Gain &lt;LSTag Type="Spell" Tooltip="Shout_Dash"&gt;Dash&lt;/LSTag&gt; immediately and as a bonus action on each of your turns until this spell ends.	Поспешное отступление	Немедленно получить в качестве бонусного действия &lt;LSTag Type="Spell" Tooltip="Shout_Dash"&gt;рывок&lt;/LSTag&gt; для каждого из ваших ходов до окончания действия заклинания.
Shout_ExpeditiousRetreat_2	SpellData	Expeditious Retreat		Поспешное отступление	
Shout_ExpeditiousRetreat_3	SpellData	Expeditious Retreat		Поспешное отступление	
Shout_FOR_Ogre_Enrage	SpellData	Buthir's Wrath		Гнев Бутхир	
Shout_FOR_Owlbear_Enrage	SpellData	A Mother's Desperation	Increase &lt;LSTag Tooltip="Strength"&gt;Strength&lt;/LSTag&gt; by 3, while &lt;LSTag Tooltip="ArmourClass"&gt;Armour Class&lt;/LSTag&gt; is reduced by 1.	Отчаяние матери	Увеличить &lt;LSTag Tooltip="Strength"&gt;силу&lt;/LSTag&gt; на 3, одновременно снизив &lt;LSTag Tooltip="ArmourClass"&gt;КБ&lt;/LSTag&gt; на 1.
Shout_FOR_SpiderQueen_Enrage	SpellData	Spider Queen's Wrath	Increase &lt;LSTag Tooltip="Strength"&gt;Strength&lt;/LSTag&gt; by 2, while &lt;LSTag Tooltip="ArmourClass"&gt;Armour Class&lt;/LSTag&gt; is reduced by 1.	Гнев Паучьей королевы	Увеличить &lt;LSTag Tooltip="Strength"&gt;силу&lt;/LSTag&gt; на 2, одновременно снизив &lt;LSTag Tooltip="ArmourClass"&gt;КБ&lt;/LSTag&gt; на 1.
Shout_FalseLife	SpellData	False Life	Gain [1].	Ложная жизнь	Получить [1].
Shout_FalseLife_2	SpellData	False Life	Gain [1].	Ложная жизнь	Получить [1].
Shout_FalseLife_3	SpellData	False Life	Gain [1].	Ложная жизнь	Получить [1].
Shout_FalseLife_FiendishVigor	SpellData	Invocation: False Life		Воззвание: Ложная жизнь	
Shout_FeatherFall	SpellData	Feather Fall	You and nearby allies gain &lt;LSTag Tooltip="Immune"&gt;Immunity&lt;/LSTag&gt; to Falling damage.	Плавное падение	Вы и ближайшие союзники получаете &lt;LSTag Tooltip="Immune"&gt;невосприимчивость&lt;/LSTag&gt; к урону от падения.
Shout_FeatherFall_2	SpellData	Feather Fall	You and nearby allies gain &lt;LSTag Tooltip="Immune"&gt;Immunity&lt;/LSTag&gt; to Falling damage.	Плавное падение	Вы и ближайшие союзники получаете &lt;LSTag Tooltip="Immune"&gt;невосприимчивость&lt;/LSTag&gt; к урону от падения.
Shout_FeatherFall_3	SpellData	Feather Fall	You and nearby allies gain &lt;LSTag Tooltip="Immune"&gt;Immunity&lt;/LSTag&gt; to Falling damage.	Плавное падение	Вы и ближайшие союзники получаете &lt;LSTag Tooltip="Immune"&gt;невосприимчивость&lt;/LSTag&gt; к урону от падения.
Shout_FerociousAppetite	SpellData	Unrelenting Ferocity	Muster up your stamina to heal yourself.	Неослабевающая свирепость	Собраться с силами, чтобы восстановить здоровье.
Shout_FlameBlade	SpellData	Flame Blade	Conjure a flaming scimitar in your hand that deals [1] and sheds bright light in a [2] radius and dim light in a [3] radius. 	Огненный клинок	Вызвать огненный скимитар, наносящий [1]. Скимитар излучает яркий свет в радиусе [2] и тусклый свет в радиусе [3]. 
Shout_FlameBlade_MephistophelesTiefling	SpellData	Legacy of Cania: Flame Blade		Наследие Кании: «Огненный клинок»	
Shout_FullSwing	SpellData	Prepare	Sacrifice [1] &lt;LSTag Tooltip="MovementSpeed"&gt;movement speed&lt;/LSTag&gt; to deal an additional [2] with your melee weapon this turn.	Подготовка	Пожертвовать [1] от своей &lt;LSTag Tooltip="MovementSpeed"&gt;скорости перемещения&lt;/LSTag&gt;, чтобы дополнительно нанести своим оружием ближнего боя [2] на этом ходу.
Shout_Fury_Gnoll	SpellData	Seething Fury	Let the rage build within you. Once it overflows, you'll be able to attack multiple times per turn.	Клокочущая ярость	Внутри вас разгорается неудержимая ярость. Когда она прорывается, вы можете атаковать несколько раз за ход.
Shout_Fury_Gnoll_Unlock	SpellData	Frenzied Fury	Filled with a furious anger, the gnoll can attack multiple times on its turn.	Бешеная ярость	Гнолла переполняет яростный гнев, и он может атаковать несколько раз за свой ход.
Shout_GOB_DetonateSelf	SpellData	Detonate	Blow up the powder keg on your back, damaging all nearby creatures and objects.	Самоподрыв	Взорвать бочку с порохом у себя на спине, нанеся урон всем находящимся рядом существам и объектам.
Shout_GOB_GoblinKing_ForceShout	SpellData	Repulsor	Unleash the Absolute's power to harm and push anything and anyone back [1].	Отталкивание	Излить силу Абсолют, нанося урон и отталкивая всех и вся на [1].
Shout_GOB_GoblinPriest_CallForHelp	SpellData	Call for Help	Gut calls for help!	Призыв о помощи	Кишка зовет на помощь!
Shout_GOB_Ogre_Enrage	SpellData	Polma's Wrath	Increase &lt;LSTag Tooltip="Strength"&gt;Strength&lt;/LSTag&gt; by 4, while &lt;LSTag Tooltip="ArmourClass"&gt;Armour Class&lt;/LSTag&gt; is reduced by 2.	Гнев Полмы	&lt;LSTag Tooltip="Strength"&gt;Сила&lt;/LSTag&gt; увеличивается на 4, а &lt;LSTag Tooltip="ArmourClass"&gt;КБ&lt;/LSTag&gt; при этом снижается на 2.
Shout_GOB_PainPriest_DaggerSpell	SpellData	Blood Sacrifice	Pain is a path to power. Take [1] to receive a +[2] bonus to &lt;LSTag Tooltip="AttackRoll"&gt;Attack Rolls&lt;/LSTag&gt; and &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throws&lt;/LSTag&gt;.	Жертва крови	Принимающий боль принимает силу. Примите [1], чтобы получить бонус в виде +[2] к &lt;LSTag Tooltip="AttackRoll"&gt;броскам атаки&lt;/LSTag&gt; и &lt;LSTag Tooltip="SavingThrow"&gt;испытаниям&lt;/LSTag&gt;.
Shout_GaseousForm_Dismiss	SpellData	Dismiss Gaseous Form	Dismiss your gaseous shape and turn back into your original form.	Отбросить газообразный облик	Отбросить туманный облик и вернуться к своему исходному обличью.
Shout_GoadingRoar_Bear_Summon	SpellData	Goading Roar	Roar at nearby enemies to goad them into attacking you.	Провоцирующий рев	Зарычать на ближайших противников, вынуждая их атаковать вас.
Shout_GoblinWarcry	SpellData	Reckless Warcry	Increase your &lt;LSTag Tooltip="Strength"&gt;Strength&lt;/LSTag&gt; by 3, at the cost of decreasing your &lt;LSTag Tooltip="ArmourClass"&gt;Armour Class&lt;/LSTag&gt; by 1.	Безрассудный боевой клич	&lt;LSTag Tooltip="Strength"&gt;Сила&lt;/LSTag&gt; увеличивается на 3, но при этом &lt;LSTag Tooltip="ArmourClass"&gt;класс брони&lt;/LSTag&gt; снижается на 1.
Shout_HAG_Frog_ReflectiveMucus	SpellData	Reflective Mucus	Increases &lt;LSTag Tooltip="ArmourClass"&gt;Armour Class&lt;/LSTag&gt; by 2, and reflects the first projectile flying towards it back at the attacker, after which the mucus is removed.	Отражающая слизь	Дает +2 к &lt;LSTag Tooltip="ArmourClass"&gt;классу брони&lt;/LSTag&gt;; кроме того, первый снаряд, летящий в существо, отражается в атакующего. После этого слизь испаряется.
Shout_HAG_SpawnDoubles_MayrinaIllusion	SpellData	Damsel in Distress	Better choose the right one, dearie.	Девица в беде	Смотри не ошибись, золотце.
Shout_HAG_SpawnDoubles_Phase1	SpellData	Auntie's Trickery	Now which is which?	Фокусы тетушки Этель	Ну, и кто их них – двойник?
Shout_HAG_SpawnDoubles_Phase2	SpellData	A Coven of Hags	You'll never find your Auntie Ethel.	Шабаш	Тебе никогда не найти тетушку Этель.
Shout_HAG_UseCharm	SpellData	Charm		Обворожение	
Shout_HealingRadiance	SpellData	Healing Radiance	Heal yourself and all nearby allies for [1]. Regain another [1] next turn.	Исцеляющее сияние	Исцелить вас и находящихся рядом союзников на [1]. На следующем ходу восстановится еще [1].
Shout_HealingRadiance_Heal	SpellData	Healing Radiance	Heal yourself and all nearby allies for [1]. Regain another [1] next turn.	Исцеляющее сияние	Исцелить вас и находящихся рядом союзников на [1]. На следующем ходу восстановится еще [1].
Shout_HealingWord_Mass	SpellData	Mass Healing Word	Heal your nearby allies.	Массовое исцеляющее слово	Исцеляет ближайших союзников.
Shout_HellishRebuke	SpellData	Hellish Rebuke	React to your next attacker with flames that deal [1].	Адское возмездие	Ответить следующему атакующему вас врагу пламенем, которое наносит [1].
Shout_HellishRebuke_2	SpellData	Hellish Rebuke		Адское возмездие	
Shout_HellishRebuke_3	SpellData	Hellish Rebuke		Адское возмездие	
Shout_HellishRebuke_AsmodeusTiefling	SpellData	Infernal Legacy: Hellish Rebuke		Дьявольское наследие: адское возмездие	
Shout_HelpArrives	SpellData	Strength in Numbers	As its allies draw near, the creature informs them of its exact location.	Численное преимущество	Когда приближаются союзники существа, оно оповещает их о том, где в точности находится.
Shout_HelpArrives_HookHorror	SpellData	Hook Clacks	As its allies draw near, the creature informs them of its exact location.	Пощелкивание крюком	Когда приближаются союзники существа, оно оповещает их о том, где в точности находится.
Shout_HelpArrives_ScryingEye	SpellData	Psychic Resonance	As its allies draw near, the creature informs them of its exact location.	Телепатическая связь	Когда приближаются союзники существа, оно оповещает их о том, где в точности находится.
Shout_Hide	SpellData	Hide	Hide from enemies by succeeding &lt;LSTag Tooltip="Stealth"&gt;Stealth checks&lt;/LSTag&gt;. Stick to the dark and avoid enemy sightlines. Attacking or casting a spell will reveal your location.	Спрятаться	Спрятаться от врагов, успешно проходя &lt;LSTag Tooltip="Stealth"&gt;проверки скрытности&lt;/LSTag&gt;. Держитесь в тени и не попадайтесь на глаза противникам. Если вы атакуете или прочитаете заклинание, ваше местоположение будет раскрыто.
Shout_Hide_BonusAction	SpellData	Cunning Action: Hide		Хитроумное действие: спрятаться	
Shout_Hide_DreadAmbusher	SpellData	Dread Ambusher: Hide		Грозный мастер засад: спрятаться	
Shout_Hide_ShadowArts	SpellData	Shadow Arts: Hide		Искусства тени: спрятаться	
Shout_Inkblot	SpellData	Inkblot	Create a cloud of magical darkness and immediately attempt to &lt;LSTag Type="Spell" Tooltip="Shout_Hide"&gt;Hide&lt;/LSTag&gt;. 	Клякса	Создать облако магической тьмы и сразу же попытаться в нем &lt;LSTag Type="Spell" Tooltip="Shout_Hide"&gt;спрятаться&lt;/LSTag&gt;.
Shout_Invisibility_Imp	SpellData	Invisibility	Become Invisible.	Невидимость	Стать невидимым.
Shout_Leadership_Hobgoblin	SpellData	Leadership	Bolster nearby allies with a supernatural resolve. Their attacks deal an additional [1].	Лидерство	Вселяет в находящихся поблизости союзников чувство сверхъестественной решимости. Их атаки наносят дополнительно [1].
Shout_LuringSong_Harpy	SpellData	Luring Song	Charm nearby creatures with a magical melody to &lt;LSTag Type="Status" Tooltip="LURING_SONG"&gt;Lure&lt;/LSTag&gt; them to you.	Манящая песня	Обворожить находящихся рядом существ колдовской мелодией и &lt;LSTag Type="Status" Tooltip="LURING_SONG"&gt;подманить&lt;/LSTag&gt; их ближе к себе.
Shout_MAG_ChargedLightning_LightningAura	SpellData	Lightning Aura	Consume [1] &lt;LSTag Type="Status" Tooltip="MAG_CHARGED_LIGHTNING"&gt;Lightning Charges&lt;/LSTag&gt; and release a blast of electricity that damages and &lt;LSTag Type="Status" Tooltip="MAG_CHARGED_LIGHTNING_AURA_ELECTRIFIED"&gt;Jolts&lt;/LSTag&gt; nearby enemies.	Аура молний	Израсходовать [1] &lt;LSTag Type="Status" Tooltip="MAG_CHARGED_LIGHTNING"&gt;заряда молнии&lt;/LSTag&gt;, чтобы создать взрыв молний, наносящий оказавшимся рядом противникам урон и вызывающий у них &lt;LSTag Type="Status" Tooltip="MAG_CHARGED_LIGHTNING_AURA_ELECTRIFIED"&gt;встряску&lt;/LSTag&gt;.
Shout_MAG_ChargedLightning_LightningBlast	SpellData	Lightning Blast	Focus the electricity in your veins to strengthen your next Lightning spell or &lt;LSTag Tooltip="Cantrip"&gt;cantrip&lt;/LSTag&gt;.	Разряд молнии	Сфокусировать электричество в ваших жилах, усиливая ваше следующее заклинание или &lt;LSTag Tooltip="Cantrip"&gt;фокус&lt;/LSTag&gt; молнии.
Shout_MAG_Restore_BardicInspiration	SpellData	Restore Bardic Inspiration	Play your instrument to restore one of your Bardic Inspiration slots.	Восстановить бардовское вдохновение	Сыграть на музыкальном инструменте, чтобы восстановить одну ячейку бардовского вдохновения.
Shout_MAG_Restore_ChannelDivinity	SpellData	Eternal Devotion	Recite your Oath to regain 1 &lt;LSTag Type="ActionResource" Tooltip="ChannelOath"&gt;Channel Oath Charge&lt;/LSTag&gt;.	Нескончаемая верность	Повторить слова своей клятвы, чтобы восстановить 1 &lt;LSTag Type="ActionResource" Tooltip="ChannelOath"&gt;заряд силы клятвы&lt;/LSTag&gt;
Shout_MageArmor_ArmorOfShadows	SpellData	Invocation: Armour of Shadows	Protective shadows surround you. They increase your &lt;LSTag Tooltip="ArmourClass"&gt;Armour Class&lt;/LSTag&gt; by 3.	Воззвание: Броня теней	Вас окружают защитные тени. Они повышают ваш &lt;LSTag Tooltip="ArmourClass"&gt;КБ&lt;/LSTag&gt; на 3.
Shout_MirrorImage	SpellData	Mirror Image	Create 3 illusory duplicates of yourself that distract attackers. Each duplicate increases your &lt;LSTag Tooltip="ArmourClass"&gt;Armour Class&lt;/LSTag&gt; by 3.	Зеркальное отражение	Вокруг вас появляется три иллюзорных двойника, которые отвлекают атакующих. Каждый двойник повышает ваш &lt;LSTag Tooltip="ArmourClass"&gt;КБ&lt;/LSTag&gt; на 3.
Shout_NaturalRecovery	SpellData	Natural Recovery	Replenish expended &lt;LSTag Tooltip="SpellSlot"&gt;spell slots&lt;/LSTag&gt; while out of combat.	Природное восстановление	Восстановить использованные &lt;LSTag Tooltip="SpellSlot"&gt;ячейки заклинаний&lt;/LSTag&gt;.
Shout_NaturalRecovery_1	SpellData	Natural Recovery: Level 1	Recover a Level [1] &lt;LSTag Tooltip="SpellSlot"&gt;spell slot&lt;/LSTag&gt;.	Природное восстановление: 1-й круг	Восстановить &lt;LSTag Tooltip="SpellSlot"&gt;ячейку заклинания&lt;/LSTag&gt; [1]-го круга.
Shout_NaturalRecovery_2	SpellData	Natural Recovery: Level 2		Природное восстановление: 2-й круг	
