EntryName	Type	DisplayName_en	Description_en	DisplayName_ru	Description_ru
DOMINATE_BEAST_NPC	StatusData	Dominate Beast		Подчинение животного	
DOMINATE_BEAST_PLAYER	StatusData	Dominate Beast		Подчинение животного	
DOMINATE_BEAST_TECHNICAL	StatusData	%%%|Dominate Beast Technical|			
DOMINATE_PERSON	StatusData	Dominated	Affected entity will follow and fight alongside the caster of this spell.&lt;br&gt;&lt;br&gt;Every time it takes damage, it may break the caster's control over it with a successful Wisdom &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throw&lt;/LSTag&gt;.	Подчинение	Существо будет следовать за наложившим это заклинание и сражаться за него.&lt;br&gt;&lt;br&gt;Получая урон, оно может выйти из-под его контроля, если пройдет &lt;LSTag Tooltip="SavingThrow"&gt;испытание&lt;/LSTag&gt; мудрости.
DOPPELGANGER_DISARMED	StatusData	Disarmed		Разоружение	
DOPPELGANGER_HARDCORE	StatusData	Mindreader	Ranged attacks have &lt;LSTag Tooltip="Disadvantage"&gt;Disadvantage&lt;/LSTag&gt; against this creature.	Чтец мыслей	Дистанционные атаки против этого существа имеют &lt;LSTag Tooltip="Disadvantage"&gt;помеху&lt;/LSTag&gt;.
DOPPELGANGER_OFFBALANCE	StatusData	Ambushed	&lt;LSTag Tooltip="AttackRoll"&gt;Attack Rolls&lt;/LSTag&gt; against the affected entity have &lt;LSTag Tooltip="Advantage"&gt;Advantage&lt;/LSTag&gt; and it has &lt;LSTag Tooltip="Disadvantage"&gt;Disadvantage&lt;/LSTag&gt; on Strength and Dexterity &lt;LSTag Tooltip="AbilityCheck"&gt;Checks&lt;/LSTag&gt;.&lt;br&gt;&lt;br&gt;Taking damage or being &lt;LSTag Type="Spell" Tooltip="Target_Help"&gt;Helped&lt;/LSTag&gt; ends this condition. 	Врасплох	&lt;LSTag Tooltip="AttackRoll"&gt;Броски атаки&lt;/LSTag&gt; против существа имеют &lt;LSTag Tooltip="Advantage"&gt;преимущество&lt;/LSTag&gt;, а у существа есть &lt;LSTag Tooltip="Disadvantage"&gt;помеха&lt;/LSTag&gt; при &lt;LSTag Tooltip="AbilityCheck"&gt;проверках&lt;/LSTag&gt; силы и ловкости.&lt;br&gt;&lt;br&gt;Снимается, когда по этому существу попадает атака или ему &lt;LSTag Type="Spell" Tooltip="Target_Help"&gt;помогает&lt;/LSTag&gt; союзник. 
DOS2_JOIN_1	StatusData	%%% EMPTY			
DOWNED	StatusData	Downed	If you reach 0 hit points, you fall Unconscious and must make Death Saving Throws. On 3 successes, you stop bleeding out and become Stable. On 3 failures, you die.\n\nIf you regain any hit points, the condition is removed. If an ally &lt;LSTag Type="Spell" Tooltip="Target_Help"&gt;Helps&lt;/LSTag&gt; you, you regain 1 hit point.	При смерти	Вы находитесь без сознания и вынуждены пройти серию испытаний против смерти. Успешно пройдя 3 испытания, вы остановите кровотечение и приобретете стабильность. Провалив 3 испытания – умрете.\n\n\n\nВы выйдете из состояния при смерти, если восстановите хотя бы часть очков здоровья. Если союзник окажет вам помощь, вы восстановите 1 ОЗ.
DRAGON_RED_RETALIATE	StatusData	Legendary Action: Draconic Fury	This great drake will use its &lt;LSTag Type="Spell" Tooltip="Projectile_Fireball_Dragon"&gt;Fire Breath&lt;/LSTag&gt; on the next creature that attacks it. 	Легендарное действие: Драконья ярость	Великий дракон использует свое &lt;LSTag Type="Spell" Tooltip="Projectile_Fireball_Dragon"&gt;огненное дыхание&lt;/LSTag&gt; против следующего существа, которое его атакует. 
DRAGON_RED_RETALIATE_TECHNICAL	StatusData	%%% EMPTY			
DRAGON_SKELETAL_FLIGHTSTATE	StatusData	Hoarding Energy	Ansur is gathering energy while airborne and is &lt;LSTag Tooltip="Resistant"&gt;Resistant&lt;/LSTag&gt; to all damage.	Накопление энергии	Ансур накапливает энергию, когда находится в воздухе, и имеет &lt;LSTag Tooltip="Resistant"&gt;устойчивость&lt;/LSTag&gt; ко всему урону.
DRAGON_SKELETAL_FLIGHTSTATE_INTERRUPTED	StatusData	%%% EMPTY			
DRAGON_SKELETAL_RETALIATE	StatusData	Legendary Action: Draconic Wrath	This great drake will use its &lt;LSTag Type="Spell" Tooltip="Projectile_LightningBreath_Dragon_Skeletal"&gt;Lightning Breath&lt;/LSTag&gt; on the next creature that attacks it. 	Легендарное действие: Гнев дракона	Великий дракон использует свое &lt;LSTag Type="Spell" Tooltip="Projectile_LightningBreath_Dragon_Skeletal"&gt;«Дыхание молнии»&lt;/LSTag&gt; против следующего существа, которое его атакует. 
DRAGON_SKELETAL_SUPERNOVA_AVOID	StatusData	Ansur's Ire	A storm of vicious lightning is soon to erupt - striking all standing in the open.	Гнев Ансура	Вскоре разразится гроза, и жестокие молнии будут поражать всех, кто стоит на открытом пространстве.
DRAGON_SKELETAL_SUPERNOVA_AVOID_AURA	StatusData	%%% EMPTY			
DRAGON_SKELETON_SAVEGAMEPATCH	StatusData	%%%EMPTY			
DREAD_AMBUSHER	StatusData	Dread Ambusher	&lt;LSTag Tooltip="MovementSpeed"&gt;Movement speed&lt;/LSTag&gt; increased by [1]. Affected entity can make a weapon attack that deals an additional [2] damage.	Грозный мастер засад	&lt;LSTag Tooltip="MovementSpeed"&gt;Скорость перемещения&lt;/LSTag&gt; существа увеличивается на [1]. Оно может атаковать оружием, нанося дополнительно [2] урона.
DRIDER_EASY	StatusData	Difficulty: Explorer		Сложность: приключение	
DRIDER_LEADERSHIP	StatusData	Spindleweb Fanatic	Affected entity deals an additional [1], as long as the source of the aura isn't &lt;LSTag Type="Status" Tooltip="INCAPACITATED"&gt;Incapacitated&lt;/LSTag&gt;.	Фанатик паутины	Существо дополнительно наносит [1], пока источник ауры не &lt;LSTag Type="Status" Tooltip="INCAPACITATED"&gt;выведен из строя&lt;/LSTag&gt;.
DRIDER_LEADERSHIP_AURA	StatusData	Spindleweb Fanaticism	Affected entity and its allies deal an additional [1], as long as it isn't &lt;LSTag Type="Status" Tooltip="INCAPACITATED"&gt;Incapacitated&lt;/LSTag&gt;. The entity's &lt;LSTag Tooltip="MovementSpeed"&gt;movement speed&lt;/LSTag&gt; is also increased by [2].	Фанатизм паутины	Существо под воздействием эффекта и находящиеся рядом союзники дополнительно наносят [1], пока они не &lt;LSTag Type="Status" Tooltip="INCAPACITATED"&gt;выведены из строя&lt;/LSTag&gt;. &lt;LSTag Tooltip="MovementSpeed"&gt;Скорость перемещения&lt;/LSTag&gt; существа также увеличивается на [2].
DRIDER_LEADERSHIP_ENEMY	StatusData	Spindleweb Skepticism	Affected entity has a [1] to Armour Class, as long as the source of the aura isn't &lt;LSTag Type="Status" Tooltip="INCAPACITATED"&gt;Incapacitated&lt;/LSTag&gt;. 	Скептицизм паутины	Существо получает [1] к классу брони, пока источник ауры не &lt;LSTag Type="Status" Tooltip="INCAPACITATED"&gt;выведен из строя&lt;/LSTag&gt;. 
DRIDER_LEADERSHIP_EQP	StatusData	Zealotry		Ревнительство	
DRINK_ALCOHOL	StatusData	Alcohol		Опьянение	
DRINK_OIL	StatusData	Oily Sup		Маслянистый глоток	
DRUG_DREAMMIST_CONDITION	StatusData	Dream Mist Apparitions	This creature is seeing myriad visions of a world beyond reckoning - or so they keep insisting.	Призраки тумана грез	Существо видит мириады видений о непостижимом мире – по крайней мере, так оно утверждает.
DRUG_ETHER_CONDITION	StatusData	Ether-Essence Slumber	A deep, dream-ridden sleep has overcome the creature, induced by judicious ingesting of Ether.	Сон эфирной эссенции	Намеренно вдохнув эфира, существо погрузилось в глубокий сон, полный сновидений.
DRUNK	StatusData	Drunk	Has &lt;LSTag Tooltip="Disadvantage"&gt;Disadvantage&lt;/LSTag&gt; on Dexterity and Charisma &lt;LSTag Tooltip="AbilityCheck"&gt;Checks&lt;/LSTag&gt;.	Опьянение	Получает &lt;LSTag Tooltip="Disadvantage"&gt;помеху&lt;/LSTag&gt; при &lt;LSTag Tooltip="AbilityCheck"&gt;проверках&lt;/LSTag&gt; ловкости и харизмы.
DRUNKARDS_LUCK_EFFECT	StatusData	%%% EMPTY			
DRUNKEN_TECHNIQUE	StatusData	Drunken Technique	You gain an additional [1] movement and can move without provoking &lt;LSTag Tooltip="OpportunityAttack"&gt;Opportunity Attacks&lt;/LSTag&gt;.	Пьяная техника	Вы получаете возможность дополнительно переместиться на [1] и при перемещении не провоцируете &lt;LSTag Tooltip="OpportunityAttack"&gt;внеочередные атаки&lt;/LSTag&gt;.
DRYAD_VFX	StatusData	%%% EMPTY			
DamageDealtRecently	PassiveData	%%% Do not destub - Damage taken since last turn	The type(s) of damage the entity has received since its last turn.		Типы урона, полученного существом с его последнего хода.
DamageReduction_Dragon	PassiveData	Great Wyrm's Scales		Чешуя великого змея	
DamageReduction_Dragon_Tactician	PassiveData	Greater Wyrm's Scales		Чешуя величайшего змея	
DamageShield_NPC_Any_Acid	PassiveData	%%% Damage Shield Technical - Any Acid	%%% Technical passive to reflect damage into acid x2		
DamageShield_NPC_Fire	PassiveData	%%% Damage Shield Technical - Fire	%%% Technical passive to reflect fire damage x2		
DamageShield_NPC_Physical	PassiveData	%%% Damage Shield Technical - Physical 	%%% Technical passive to reflect physical damage x2		
DamageShield_NPC_Radiant	PassiveData	%%% Damage Shield Technical - Radiant	%%% Technical passive to reflect radiant damage x2		
DampenElements	PassiveData	Dampen Elements	When you or an ally gets hit with Acid, Cold, Fire, Lightning, or Thunder damage, you can use your reaction to halve the attack's damage.	Смягчение стихии	Когда вы или ваш союзник получаете урон кислотой, холодом, огнем, молнией или громом, вы можете потратить ответное действие, чтобы снизить наносимый этой атакой урон вдвое.
DampenElements_Check	PassiveData	%%% EMPTY			
DangerSense	PassiveData	Danger Sense	You sense when things aren't as they should be.&lt;br&gt;&lt;br&gt;You have &lt;LSTag Tooltip="Advantage"&gt;Advantage&lt;/LSTag&gt; on Dexterity &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throws&lt;/LSTag&gt; against traps, spells, and surfaces. &lt;br&gt;&lt;br&gt;To gain this benefit, you can't be Blinded or Incapacitated.	Чутье на опасность	Вы чувствуете, когда поблизости происходит что-то не то.&lt;br&gt;&lt;br&gt;У вас есть &lt;LSTag Tooltip="Advantage"&gt;преимущество&lt;/LSTag&gt; при &lt;LSTag Tooltip="SavingThrow"&gt;испытаниях&lt;/LSTag&gt; ловкости против эффектов ловушек, заклинаний и поверхностей. &lt;br&gt;&lt;br&gt;Данное преимущество не действует, если вас ослепили или вывели из строя.
DarkDevotion	PassiveData	Dark Devotion	&lt;LSTag Tooltip="Advantage"&gt;Advantage&lt;/LSTag&gt; on &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throws&lt;/LSTag&gt; against being Charmed or Frightened.	Темная преданность	Дает &lt;LSTag Tooltip="Advantage"&gt;преимущество&lt;/LSTag&gt; при &lt;LSTag Tooltip="SavingThrow"&gt;испытаниях&lt;/LSTag&gt; против обворожения и испуга.
DarkOnesBlessing	PassiveData	Dark One's Blessing	When you reduce a hostile creature to [1], this gift from your patron grants you [2].	Благословение Темного	Когда вы снижаете запас здоровья у враждебного существа до [1], этот подарок от вашего покровителя дает вам [2].
DarkOnesOwnLuck	PassiveData	Dark One's Own Luck	Call on your patron to change your fate and add a 1d10 to an &lt;LSTag Tooltip="AbilityCheck"&gt;Ability Check&lt;/LSTag&gt;.	Удача Темного	Призвать вашего покровителя, чтобы изменить свой жребий и добавить к &lt;LSTag Tooltip="AbilityCheck"&gt;проверке характеристики&lt;/LSTag&gt; 1d10.
DarknessRules	PassiveData	Darkness Rules		Правление тьмы	
Darkvision	PassiveData	Darkvision	You can see in the dark up to [1].	Ночное зрение	Вы можете видеть в темноте на расстоянии до [1].
DeathBurst_IceMephit	PassiveData	Death Burst: Cold	When the mephit dies, it explodes in a burst of ice that deals [1] to all creatures within [2]. 	Посмертный взрыв: холод	После гибели мефит взрывается льдом и наносит [1] всем существам в пределах [2]. 
DeathBurst_IntellectDevourer	PassiveData	Fit to Burst	When the intellect glutton dies, it bursts in a &lt;LSTag Type="Spell" Tooltip="Projectile_DeathBurst_IntellectDevourer"&gt;Morphic Brine Explosion&lt;/LSTag&gt;. 	Вздутое чрево	Когда ненасытный пожиратель интеллекта погибает, он взрывается &lt;LSTag Type="Spell" Tooltip="Projectile_DeathBurst_IntellectDevourer"&gt;взрывом раствора изменений&lt;/LSTag&gt;. 
DeathBurst_MagmaMephit	PassiveData	Death Burst: Fire	When the mephit dies, it explodes in a burst of lava that deals [1] to all creatures within [2]. 	Посмертный взрыв: огонь	После гибели мефит взрывается лавой и наносит [1] всем существам в пределах [2].
DeathBurst_MudMephit	PassiveData	Death Burst: Force	When the mephit dies, it explodes with a force that deals [1] to all creatures within [2]. 	Посмертный взрыв: сила	После гибели мефит взрывается с силой, наносящей [1] всем существам в пределах [2]. 
DeathSavingThrows	PassiveData	Death Saving Throw	If damage reduces you to 0 &lt;LSTag Tooltip="HitPoints"&gt;hit points&lt;/LSTag&gt; and fails to kill you, you fall Unconscious until you regain hit points. 	Испытание против смерти	Если урон снижает ваши &lt;LSTag Tooltip="HitPoints"&gt;очки здоровья&lt;/LSTag&gt; до 0, но не убивает вас, то вы падаете без сознания, пока не восстановите любое количество ОЗ.
DeepGnome_StoneCamouflage	PassiveData	Stone Camouflage	You have &lt;LSTag Tooltip="Advantage"&gt;Advantage&lt;/LSTag&gt; on Stealth &lt;LSTag Tooltip="AbilityCheck"&gt;Checks&lt;/LSTag&gt;.	Маскировка на камне	У вас есть &lt;LSTag Tooltip="Advantage"&gt;преимущество&lt;/LSTag&gt; при &lt;LSTag Tooltip="AbilityCheck"&gt;проверках&lt;/LSTag&gt; скрытности.
DefaultStatus_Bulette_DiamondScales	PassiveData	%%% EMPTY			
DefaultStatus_SteelWatcherTitan_HonourVisuals	PassiveData	%%% EMPTY			
DefensiveDuelist	PassiveData	Defensive Duellist	When attacked while wielding a &lt;LSTag Tooltip="Finesse"&gt;Finesse Weapon&lt;/LSTag&gt; you're &lt;LSTag Tooltip="Proficiency"&gt;Proficient&lt;/LSTag&gt; with, you can use a &lt;LSTag Type="ActionResource" Tooltip="ReactionActionPoint"&gt;reaction&lt;/LSTag&gt; to add your &lt;LSTag Tooltip="ProficiencyBonus"&gt;Proficiency Bonus&lt;/LSTag&gt; to your &lt;LSTag Tooltip="ArmourClass"&gt;Armour Class&lt;/LSTag&gt;, possibly causing the attack to miss. 	Обороняющийся дуэлянт	Когда вас атакуют в ближнем бою, а у вас в руках &lt;LSTag Tooltip="Finesse"&gt;фехтовальное оружие&lt;/LSTag&gt;, с которым вы &lt;LSTag Tooltip="Proficiency"&gt;умеете&lt;/LSTag&gt; обращаться, вы можете использовать &lt;LSTag Type="ActionResource" Tooltip="ReactionActionPoint"&gt;ответное действие&lt;/LSTag&gt;, чтобы добавить свой &lt;LSTag Tooltip="ProficiencyBonus"&gt;бонус умения&lt;/LSTag&gt; к &lt;LSTag Tooltip="ArmourClass"&gt;классу брони&lt;/LSTag&gt;, из-за чего атакующий может промахнуться.
DeflectMissiles	PassiveData	Deflect Missiles	Use your reaction to reduce the damage from a ranged weapon attack by 1d10 + your Dexterity &lt;LSTag Tooltip="AbilityModifier"&gt;Modifier&lt;/LSTag&gt; + your monk level.&lt;br&gt;&lt;br&gt;If the damage is reduced to 0, you use a Ki Point to &lt;LSTag Type="Spell" Tooltip="Projectile_Deflect_Missiles"&gt;Deflect the Missile&lt;/LSTag&gt;.	Отбивание снарядов	Потратить ответное действие, чтобы снизить урон от дистанционной атаки оружием на 1d10 + &lt;LSTag Tooltip="AbilityModifier"&gt;модификатор&lt;/LSTag&gt; ловкости + уровень вашего персонажа-монаха.&lt;br&gt;&lt;br&gt;Если урон снижается до нуля, использовать очко ци, чтобы &lt;LSTag Type="Spell" Tooltip="Projectile_Deflect_Missiles"&gt;отбить снаряд&lt;/LSTag&gt;.
DestroyUndead	PassiveData	Destroy Undead	When you successfully &lt;LSTag Type="Spell" Tooltip="Shout_TurnUndead"&gt;Turn&lt;/LSTag&gt; an undead creature, it also takes [1].	Уничтожение нежити	Успешно &lt;LSTag Type="Spell" Tooltip="Shout_TurnUndead"&gt;изгнав&lt;/LSTag&gt; нежить, вы одновременно наносите ей [1].
DestructiveWrath	PassiveData	Destructive Wrath	When you roll Thunder or Lightning damage, you can use your &lt;LSTag Type="ActionResource" Tooltip="ChannelDivinity"&gt;Channel Divinity&lt;/LSTag&gt; to deal maximum damage instead.	Разрушительный гнев	Когда вы делаете бросок урона громом или молнией, вы можете вместо этого использовать &lt;LSTag Type="ActionResource" Tooltip="ChannelDivinity"&gt;проведение энергии&lt;/LSTag&gt;, чтобы нанести максимальный урон.
DevilsSight	PassiveData	Devil's Sight	You can see normally in darkness, both magical and non-magical, to a distance of [1].	Дьявольское зрение	Вы можете отлично видеть в темноте, как обычной, так и магической, на расстоянии до [1].
Devour_ShamblingMound	PassiveData	External Digestion	Can &lt;LSTag Type="Spell" Tooltip="Target_Devour_ShadowMound"&gt;Devour&lt;/LSTag&gt; any creature that is &lt;LSTag Type="Status" Tooltip="RESTRAINED"&gt;Restrained&lt;/LSTag&gt; and steeping in its &lt;LSTag Type="Status" Tooltip="DIGESTIVE_SAP"&gt;Digestive Juices&lt;/LSTag&gt;.	Внешнее пищеварение	Может &lt;LSTag Type="Spell" Tooltip="Target_Devour_ShadowMound"&gt;пожрать&lt;/LSTag&gt; любое &lt;LSTag Type="Status" Tooltip="RESTRAINED"&gt;обездвиженное&lt;/LSTag&gt; и обрызганное ее &lt;LSTag Type="Status" Tooltip="DIGESTIVE_SAP"&gt;желудочным соком&lt;/LSTag&gt; существо.
DisarmingAttack	PassiveData	Disarming Attack	Spend a superiority die to make an attack that deals an additional [1] damage and possibly forces the target to drop the weapons they are holding.	Обезоруживающая атака	Потратить кубик превосходства, чтобы провести атаку, которая наносит дополнительные [1] ед. урона и может заставить цель выронить оружие.
DiscipleOfLife	PassiveData	Disciple of Life	Your devotion empowers your healing spells. When casting a healing spell, the target regains additional &lt;LSTag Tooltip="HitPoints"&gt;hit points&lt;/LSTag&gt; equal to 2 + the spell's level. 	Защитник жизни	Чистота вашей веры усиливает ваши заклинания исцеления. Когда вы читаете исцеляющее заклинание, цель дополнительно восстанавливает &lt;LSTag Tooltip="HitPoints"&gt;очки здоровья&lt;/LSTag&gt; в количестве, равном кругу заклинания + 2.
DispelEvilAndGood_Charm_Check	PassiveData	%%% EMPTY			
DistractingStrike	PassiveData	Distracting Strike	&lt;LSTag Type="Status" Tooltip="DISTRACTED"&gt;Distract&lt;/LSTag&gt; your target, giving your allies &lt;LSTag Tooltip="Advantage"&gt;Advantage&lt;/LSTag&gt; on their next &lt;LSTag Tooltip="AttackRoll"&gt;Attack Roll&lt;/LSTag&gt; against the target.	Отвлекающий удар	&lt;LSTag Type="Status" Tooltip="DISTRACTED"&gt;Отвлечь&lt;/LSTag&gt; внимание цели, дав союзникам &lt;LSTag Tooltip="Advantage"&gt;преимущество&lt;/LSTag&gt; при следующем &lt;LSTag Tooltip="AttackRoll"&gt;броске атаки&lt;/LSTag&gt; против нее.
Divination_Damage_Cold	PassiveData	%%% EMPTY			
Divination_Damage_Fire	PassiveData	%%% EMPTY			
DivineAllegiance	PassiveData	Divine Allegiance	When an ally within [1] of you takes damage, you can use your reaction to magically substitute your own health for your ally's, taking the damage instead of them.	Божественная преданность	Когда союзник в пределах [1] от вас получает урон, вы можете использовать ответное действие, чтобы магически заменить ваше здоровье на здоровье союзника и получить урон за него.
DivineHealth	PassiveData	Divine Health	The divine magic flowing within you prevents disease from affecting you.	Божественное здоровье	Исходящая от вас божественная магия не дает болезни вас коснуться.
DivineIntervention	PassiveData	Divine Intervention	You can cast &lt;LSTag Type="Spell" Tooltip="Shout_DivineIntervention"&gt;Divine Intervention&lt;/LSTag&gt; to invoke your God's aid. Once used, this can never be used again.	Божественное вмешательство	Вы можете применить &lt;LSTag Type="Spell" Tooltip="Shout_DivineIntervention"&gt;Божественное вмешательство&lt;/LSTag&gt;, чтобы призвать на помощь свое божество. Однажды использовав это заклинание, вы больше никогда не сможете его применить.
Divine_Strike_Death	PassiveData	%%% Empty			
Divine_Strike_Life_Toggle	PassiveData	%%% Divine Stike			
DomainSpells	PassiveData	Domain Spells	You gain spells from your domain. They are &lt;LSTag Tooltip="AlwaysPrepared"&gt;Always Prepared&lt;/LSTag&gt;.	Заклинания домена	Вы получаете заклинания своего домена. Они &lt;LSTag Tooltip="AlwaysPrepared"&gt;всегда наготове&lt;/LSTag&gt;.
DominateBeast_Check	PassiveData	%%% Dominate Beast			
Doppelganger_ReadThoughts	PassiveData	Mindreader	Ranged attacks have &lt;LSTag Tooltip="Disadvantage"&gt;Disadvantage&lt;/LSTag&gt; against this creature.	Чтец мыслей	Дистанционные атаки против этого существа имеют &lt;LSTag Tooltip="Disadvantage"&gt;помеху&lt;/LSTag&gt;.
Dos2_Join_Drum	PassiveData	%%% EMPTY	%%% EMPTY		
DraconicAncestry_Black	PassiveData	Draconic Ancestry: Black (Acid)	At Level 6, spells that deal Acid damage are more powerful, and you can become resistant to Acid damage.	Предок-дракон: черный (кислота)	На 6-м уровне заклинания, наносящие урон кислотой, становятся сильнее, и вы можете получить устойчивость к урону кислотой.
DraconicAncestry_Blue	PassiveData	Draconic Ancestry: Blue (Lightning)	At Level 6, spells that deal Lightning damage are more powerful, and you can become resistant to Lightning damage.	Предок-дракон: синий (молния)	На 6-м уровне заклинания, наносящие урон молнией, становятся сильнее, и вы можете получить устойчивость к урону молнией.
DraconicAncestry_Brass	PassiveData	Draconic Ancestry: Brass (Fire)	At Level 6, spells that deal Fire damage are more powerful, and you can become resistant to Fire damage.	Предок-дракон: латунный (огонь)	На 6-м уровне заклинания, наносящие урон огнем, становятся сильнее, и вы можете получить устойчивость к урону огнем.
DraconicAncestry_Bronze	PassiveData	Draconic Ancestry: Bronze (Lightning)	At Level 6, spells that deal Lightning damage are more powerful, and you can become resistant to Lightning damage.	Предок-дракон: бронзовый (молния)	На 6-м уровне заклинания, наносящие урон молнией, становятся сильнее, и вы можете получить устойчивость к урону молнией.
DraconicAncestry_Copper	PassiveData	Draconic Ancestry: Copper (Acid)	At Level 6, spells that deal Acid damage are more powerful, and you can become resistant to Acid damage.	Предок-дракон: медный (кислота)	На 6-м уровне заклинания, наносящие урон кислотой, становятся сильнее, и вы можете получить устойчивость к урону кислотой.
DraconicAncestry_Gold	PassiveData	Draconic Ancestry: Gold (Fire)	At Level 6, spells that deal Fire damage are more powerful, and you can become resistant to Fire damage.	Предок-дракон: золотой (огонь)	На 6-м уровне заклинания, наносящие урон огнем, становятся сильнее, и вы можете получить устойчивость к урону огнем.
DraconicAncestry_Green	PassiveData	Draconic Ancestry: Green (Poison)	At Level 6, spells that deal Poison damage are more powerful, and you can become resistant to Poison damage.	Предок-дракон: зеленый (яд)	На 6-м уровне заклинания, наносящие урон ядом, становятся сильнее, и вы можете получить устойчивость к урону ядом.
DraconicAncestry_Red	PassiveData	Draconic Ancestry: Red (Fire)	At Level 6, spells that deal Fire damage are more powerful, and you can become resistant to Fire damage.	Предок-дракон: красный (огонь)	На 6-м уровне заклинания, наносящие урон огнем, становятся сильнее, и вы можете получить устойчивость к урону огнем.
DraconicAncestry_Silver	PassiveData	Draconic Ancestry: Silver (Cold)	At Level 6, spells that deal Cold damage are more powerful, and you can become resistant to Cold damage.	Предок-дракон: серебряный (холод)	На 6-м уровне заклинания, наносящие урон холодом, становятся сильнее, и вы можете получить устойчивость к урону холодом.
DraconicAncestry_White	PassiveData	Draconic Ancestry: White (Cold)	At Level 6, spells that deal Cold damage are more powerful, and you can become resistant to Cold damage.	Предок-дракон: белый (холод)	На 6-м уровне заклинания, наносящие урон холодом, становятся сильнее, и вы можете получить устойчивость к урону холодом.
DraconicResilience	PassiveData	Draconic Resilience	Dragon-like scales cover parts of your skin. When you aren't wearing armour, your base &lt;LSTag Tooltip="ArmourClass"&gt;Armour Class&lt;/LSTag&gt; is 13.	Драконья стойкость	В некоторых местах вашу кожу покрывают драконьи чешуйки. Когда на вас нет доспеха, ваш базовый &lt;LSTag Tooltip="ArmourClass"&gt;класс брони&lt;/LSTag&gt; равен 13.
Dragon_Red_Retaliate	PassiveData	Legendary Action: Draconic Fury	The dragon can retaliate against an attacker with its breath weapon once per round. 	Легендарное действие: Драконья ярость	Дракон может ответить атакующему своим губительным дыханием один раз за раунд. 
Dragon_Skeletal_Retaliate	PassiveData	Legendary Action: Draconic Wrath		Легендарное действие: Гнев дракона	
Dragonborn_Resistance_Acid	PassiveData	Draconic Ancestry	The blood of ancient dragons flows through your veins. You are &lt;LSTag Tooltip="Resistant"&gt;Resistant&lt;/LSTag&gt; to Acid damage.	Предок-дракон	В ваших жилах течет кровь древних драконов, даруя вам &lt;LSTag Tooltip="Resistant"&gt;устойчивость&lt;/LSTag&gt; к урону кислотой.
Dragonborn_Resistance_Cold	PassiveData	Draconic Ancestry	The blood of ancient dragons flows through your veins. You are &lt;LSTag Tooltip="Resistant"&gt;Resistant&lt;/LSTag&gt; to Cold damage.	Предок-дракон	В ваших жилах течет кровь древних драконов, даруя вам &lt;LSTag Tooltip="Resistant"&gt;устойчивость&lt;/LSTag&gt; к урону холодом.
Dragonborn_Resistance_Fire	PassiveData	Draconic Ancestry	The blood of ancient dragons flows through your veins. You are &lt;LSTag Tooltip="Resistant"&gt;Resistant&lt;/LSTag&gt; to Fire damage.	Предок-дракон	В ваших жилах течет кровь древних драконов, даруя вам &lt;LSTag Tooltip="Resistant"&gt;устойчивость&lt;/LSTag&gt; к урону огнем.
Dragonborn_Resistance_Lightning	PassiveData	Draconic Ancestry	The blood of ancient dragons flows through your veins. You are &lt;LSTag Tooltip="Resistant"&gt;Resistant&lt;/LSTag&gt; to Lightning damage.	Предок-дракон	В ваших жилах течет кровь древних драконов, даруя вам &lt;LSTag Tooltip="Resistant"&gt;устойчивость&lt;/LSTag&gt; к урону молнией.
Dragonborn_Resistance_Poison	PassiveData	Draconic Ancestry	The blood of ancient dragons flows through your veins. You are &lt;LSTag Tooltip="Resistant"&gt;Resistant&lt;/LSTag&gt; to Poison damage.	Предок-дракон	В ваших жилах течет кровь древних драконов, даруя вам &lt;LSTag Tooltip="Resistant"&gt;устойчивость&lt;/LSTag&gt; к урону ядом.
DreadAmbusher	PassiveData	Dread Ambusher	You specialise in taking out foes swiftly and ruthlessly.&lt;br&gt;&lt;br&gt;You gain a +[1] bonus to Initiative. &lt;br&gt;&lt;Br&gt;On the first turn of combat, your &lt;LSTag Tooltip="MovementSpeed"&gt;movement speed&lt;/LSTag&gt; increases by [2], and you can make an attack that deals an additional [3] damage.	Грозный мастер засад	Вы приучились устранять противников быстро и безжалостно.&lt;br&gt;&lt;br&gt;Вы получаете бонус +[1] к инициативе. &lt;br&gt;&lt;Br&gt;На первом ходу боя ваша &lt;LSTag Tooltip="MovementSpeed"&gt;скорость перемещения&lt;/LSTag&gt; увеличивается на [2], и вы можете провести атаку, дополнительно наносящую [3] ед. урона.
DreadfulWord	PassiveData	Dreadful Word	You can cast &lt;LSTag Type="Spell" Tooltip="Target_Confusion"&gt;Confusion&lt;/LSTag&gt; with a &lt;LSTag Tooltip="WarlockSpellSlot"&gt;Warlock spell slot&lt;/LSTag&gt;.	Ужасающее слово	Вы можете использовать заклинание &lt;LSTag Type="Spell" Tooltip="Target_Confusion"&gt;«Замешательство»&lt;/LSTag&gt; из &lt;LSTag Tooltip="WarlockSpellSlot"&gt;ячейки заклинания колдуна&lt;/LSTag&gt;.
